_v,n,median_views,mean_views,p90_views,median_vpf,n_vpf,share_viral_5x,median_topic_index,median_adj_factor,mean_adj_log10,n_adj,share_beats_expectation_2x,share_top_quartile_on_topic_page,median_likes_per_view,median_comments_per_view,median_comments_per_like,low_confidence
fantasy_impossible,62,316500.0,3868509.0161290322,6049999.999999999,4.093269230769231,62,0.4838709677419355,1.1984458341864777,2.100144047438132,0.2031480065577415,62,0.5161290322580645,0.43548387096774194,0.04456998313659359,0.0004391597742359164,0.009080590238365494,False
aspirational_realistic,569,240000.0,1506881.0228471002,2400000.0,2.8851320321469576,568,0.3996478873239437,1.015130674002751,0.9971778049281952,0.025128351813505645,568,0.3415492957746479,0.3251318101933216,0.02109573014050626,0.00023903452332806353,0.008115825860427835,False
real_existing,1405,248000.0,1889672.0241992883,3860000.0000000135,2.2365853658536587,1399,0.38098641887062185,1.0,0.9471350592846951,0.00784005791431406,1399,0.3531093638313081,0.33167259786476866,0.0323808131846717,0.00035235263432446535,0.009962640099626401,False
stylized_dreamy,338,144500.0,3844712.6390532544,4300000.0,1.8333333333333333,335,0.3283582089552239,0.7049059276180277,0.6999632443065317,-0.1206742725693366,335,0.2865671641791045,0.28994082840236685,0.04571153846153846,0.0004535638297872341,0.00943939905607534,False
