_v,n,median_views,mean_views,p90_views,median_vpf,n_vpf,share_viral_5x,median_topic_index,median_adj_factor,mean_adj_log10,n_adj,share_beats_expectation_2x,share_top_quartile_on_topic_page,median_likes_per_view,median_comments_per_view,median_comments_per_like,low_confidence
scandinavian,67,216000.0,1096371.7313432836,3419999.999999999,2.45,67,0.34328358208955223,1.136238279095422,0.9777258388843088,-0.010124697658866772,67,0.40298507462686567,0.417910447761194,0.026111702127659574,0.00024835099681316233,0.0075836498309403925,False
other,283,214000.0,3237738.604240283,4380000.000000001,2.470713017167664,280,0.43214285714285716,0.9576119402985075,0.9760010279824378,-0.01678275252397771,280,0.33214285714285713,0.3321554770318021,0.02824999472562712,0.0003708609271523179,0.00958495480080556,False
industrial,46,314000.0,1252773.7391304348,2200000.0,1.3652052238805972,46,0.21739130434782608,1.054205873966353,0.849053543916096,0.06457258050804959,46,0.32608695652173914,0.391304347826087,0.024613839005399974,0.00020123839009287926,0.009205297825107895,False
brutalist,17,277000.0,602885.1764705882,1740000.0,1.4278350515463918,17,0.23529411764705882,1.7721021611001964,0.8381167696602771,-0.11407739124203033,17,0.17647058823529413,0.4117647058823529,0.037909090909090906,0.00027272727272727274,0.007732460648022935,False
modern_luxury,567,224000.0,1598054.8641975308,3240000.0000000033,1.997625,566,0.3321554770318021,0.9207547169811321,0.8323877921181275,-0.03883501420376086,566,0.3215547703180212,0.2927689594356261,0.026858093126385808,0.00032124652093692345,0.009749014727235014,False
mediterranean,120,171000.0,1620659.975,4050000.000000004,1.5649663205164188,120,0.26666666666666666,0.8362892223738063,0.7989345661330178,-0.03041570475623431,120,0.325,0.30833333333333335,0.03758181818181818,0.0004030347041736737,0.01076219613039236,False
organic_modern,182,222500.0,2050272.4285714286,2370000.000000002,1.6656463414634146,180,0.3111111111111111,0.8528569904295344,0.7939750593859474,-0.10017146666210372,180,0.2777777777777778,0.2857142857142857,0.026413513513513513,0.0003875968992248062,0.013984191783201599,False
classical_luxury,74,196500.0,1871151.2027027027,5040000.000000001,1.5945378151260505,74,0.35135135135135137,1.0352244724278372,0.7926530768826658,-0.09151539128614045,74,0.3918918918918919,0.32432432432432434,0.04238186170212766,0.0004015748031496063,0.009302325581395349,False
glam_feminine,62,690500.0,3083286.2258064514,4629999.999999999,3.3285094066570187,61,0.45901639344262296,1.1993345372613846,0.7843918869093354,-0.08076992829392407,61,0.36065573770491804,0.3064516129032258,0.039462140992167105,0.0002546699875466999,0.006253507576364948,False
japandi,36,58850.0,429119.22222222225,1150000.0,3.012153449387492,36,0.3333333333333333,1.1560125868778857,0.7720321191342818,-0.015262010646845618,36,0.3055555555555556,0.3333333333333333,0.017806919945725915,0.00023993367147873585,0.009085761026867175,False
dark_luxury,66,93000.0,1555805.6363636365,2600000.0,1.95625,66,0.3181818181818182,0.4470657097775742,0.67125856698553,-0.08671414968848479,66,0.3181818181818182,0.30303030303030304,0.03424468085106383,0.00031,0.008865493835711318,False
art_deco,8,160000.0,265325.0,591900.0,4.978494041170098,8,0.5,0.5237315875613748,0.6346061226569177,-0.1854315705561598,8,0.25,0.25,0.04652284263959391,0.0003998283606617244,0.012078300708038317,True
maximalist,10,246500.0,652676.1,1859999.9999999995,1.7004111111111113,10,0.4,0.6591692286053007,0.36792627690288815,-0.1877504749020776,10,0.3,0.2,0.035192,0.0008535473251028807,0.0137342409781679,True
