handle,n_reels_sample,followers,posts,median_views,max_views,sum_views,median_vpf,max_vpf,median_topic_index,median_adj_factor,first_post_seen,last_post_seen,topics,account_kind,production_mode,style_mode,room_mode,realism_mode,language_mode,share_ai_generated,top_reel_url,instagram_url,follower_status,views_status
konars.design,1,421000.0,2952.0,33900.0,33900.0,33900.0,0.08052256532066508,0.08052256532066508,0.08443337484433375,0.161056913700287,2025-04-19T12:10:21.948000+00:00,2025-04-19T12:10:21.948000+00:00,futuristic-house;futuristic-houses,designer_studio,real_footage,futuristic,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DIoK2_Ry1DN/,https://www.instagram.com/konars.design/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
mactechconstructions,1,40000.0,482.0,33600.0,33600.0,33600.0,0.84,0.84,0.17684210526315788,0.42437249554046913,2025-12-13T20:52:23.979000+00:00,2025-12-13T20:52:23.979000+00:00,rooftop-pool,contractor_trade,real_footage,modern_luxury,pool,real_existing,en,0.0,https://www.instagram.com/reel/DSN7yupE-4E/,https://www.instagram.com/mactechconstructions/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
chaletworldwide,1,52000.0,189.0,33600.0,33600.0,33600.0,0.6461538461538462,0.6461538461538462,0.7697594501718213,0.4796643090928834,2025-03-01T12:41:57.534000+00:00,2025-03-01T12:41:57.534000+00:00,bali-infinity-pool-villas,theme_page,real_footage,tropical,pool,real_existing,en,0.0,https://www.instagram.com/reel/DGqDhgioTHf/,https://www.instagram.com/chaletworldwide/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
aura_interiordesigns,1,4000.0,97.0,33500.0,33500.0,33500.0,8.375,8.375,1.5571255926373524,2.2704787680557548,2026-02-23T12:20:24.364000+00:00,2026-02-23T12:20:24.364000+00:00,hotel-room-interior-design-ideas,designer_studio,real_footage,minimalist,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DVGabxpiKaJ/,https://www.instagram.com/aura_interiordesigns/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
aggil_furniture,1,6000.0,3480.0,33200.0,33200.0,33200.0,5.533333333333333,5.533333333333333,0.42536835361947467,1.2487347735227923,2025-07-04T22:18:50.871000+00:00,2025-07-04T22:18:50.871000+00:00,luxury-furniture,brand_manufacturer,real_footage,modern_luxury,other,real_existing,en,0.0,https://www.instagram.com/reel/DLs86JPI6mm/,https://www.instagram.com/aggil_furniture/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
deqoa_,1,331000.0,3519.0,33200.0,33200.0,33200.0,0.10030211480362537,0.10030211480362537,0.19868342309994017,0.10848220141761751,2025-10-19T17:10:35.021000+00:00,2025-10-19T17:10:35.021000+00:00,minimalist-interior,theme_page,real_footage,minimalist,dining,real_existing,en,0.0,https://www.instagram.com/reel/DP_6r-aDq0c/,https://www.instagram.com/deqoa_/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
realms_group,1,16000.0,438.0,33100.0,33100.0,33100.0,2.06875,2.06875,0.19643916913946588,0.3819742199256071,2026-06-20T12:37:43.718000+00:00,2026-06-20T12:37:43.718000+00:00,best-rooftop-pools,real_estate,real_footage,modern_luxury,pool,real_existing,en,0.0,https://www.instagram.com/reel/DZztbBmoprF/,https://www.instagram.com/realms_group/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
taikinishimuraaaa,1,32000.0,106.0,32900.0,32900.0,32900.0,1.028125,1.028125,0.32558139534883723,0.22559114192341434,2026-05-06T11:37:30.205000+00:00,2026-05-06T11:37:30.205000+00:00,tokyo-apartment,real_estate,real_footage,modern_luxury,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DX_uwjCTqz4/,https://www.instagram.com/taikinishimuraaaa/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
glasshouseabuja,1,10000.0,52.0,32900.0,32900.0,32900.0,3.29,3.29,0.35018626929217667,0.8091139221975077,2026-06-16T07:21:35.182000+00:00,2026-06-16T07:21:35.182000+00:00,glass-house,other,real_footage,modern_luxury,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DZo2EB6tuaL/,https://www.instagram.com/glasshouseabuja/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
world_manor,1,2000.0,880.0,32900.0,32900.0,32900.0,16.45,16.45,0.10894039735099338,0.676371387589307,2025-03-26T13:56:23.935000+00:00,2025-03-26T13:56:23.935000+00:00,luxury-master-bedroom,theme_page,real_footage,modern_luxury,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DHqj6mTMott/,https://www.instagram.com/world_manor/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
bunnings,1,510000.0,3310.0,32700.0,32700.0,32700.0,0.06411764705882353,0.06411764705882353,0.12088724584103512,0.04742156960987666,2026-01-02T21:52:52.886000+00:00,2026-01-02T21:52:52.886000+00:00,glamping-ideas,brand_manufacturer,real_footage,other,other,real_existing,en,0.0,https://www.instagram.com/reel/DTBinNek_g6/,https://www.instagram.com/bunnings/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
onezerostudio.in,1,10000.0,98.0,32400.0,32400.0,32400.0,3.24,3.24,0.10983050847457627,1.4397116127425311,2026-04-02T16:48:48.689000+00:00,2026-04-02T16:48:48.689000+00:00,luxury-bathroom-interior-design-inspiration;quiet-luxury-bathroom,designer_studio,ai_generated,dark_luxury,bathroom,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DWovW4sD_bl/,https://www.instagram.com/onezerostudio.in/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
theluxurylaunch,1,31000.0,409.0,32300.0,32300.0,32300.0,1.0419354838709678,1.0419354838709678,0.0834625322997416,0.0918380621906116,2025-05-24T02:49:43.342000+00:00,2025-05-24T02:49:43.342000+00:00,luxury-house;ultra-modern-luxury-house-design,theme_page,ai_generated,dark_luxury,exterior_facade,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DKBShVqt8ds/,https://www.instagram.com/theluxurylaunch/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
mestre.das.piscinas,1,477000.0,1907.0,32200.0,32200.0,32200.0,0.06750524109014674,0.06750524109014674,0.017405405405405406,0.04912996164146881,2025-04-04T20:05:06.312000+00:00,2025-04-04T20:05:06.312000+00:00,infinity-pools,contractor_trade,real_footage,minimalist,pool,real_existing,pt,0.0,https://www.instagram.com/reel/DICZQ9Xxbt-/,https://www.instagram.com/mestre.das.piscinas/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
fullonshreya,1,36000.0,970.0,32100.0,32100.0,32100.0,0.8916666666666667,0.8916666666666667,0.07688622754491017,0.29291268465288656,2026-03-19T09:22:10.661000+00:00,2026-03-19T09:22:10.661000+00:00,interior-styling,lifestyle_influencer,real_footage,modern_luxury,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DWD5HZGEVyr/,https://www.instagram.com/fullonshreya/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
shellsdxb,1,369.0,1108.0,32000.0,32000.0,32000.0,86.72086720867209,86.72086720867209,1.4953271028037383,4.640280992624868,2026-05-29T17:39:51.024000+00:00,2026-05-29T17:39:51.024000+00:00,hotel-suite-design-ideas;luxury-hotel-room,other,real_footage,modern_luxury,hotel_room,real_existing,,0.0,https://www.instagram.com/reel/DY7mglLqdtN/,https://www.instagram.com/shellsdxb/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
meraz_king_house,1,42000.0,550.0,32000.0,32000.0,32000.0,0.7619047619047619,0.7619047619047619,0.09682299546142209,0.19315578957407123,2025-04-12T14:18:19.721000+00:00,2025-04-12T14:18:19.721000+00:00,dream-house-design,real_estate,real_footage,modern_luxury,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DIWX8F4CNzO/,https://www.instagram.com/meraz_king_house/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
dreamfibre,1,157000.0,350.0,31900.0,31900.0,31900.0,0.2031847133757962,0.2031847133757962,9.165349806062347,1.920968314143157,2025-02-15T18:05:18.475000+00:00,2025-02-15T18:05:18.475000+00:00,surreal-architecture,other,3d_render,brutalist,lobby_common,fantasy_impossible,en,0.0,https://www.instagram.com/reel/DGGlZiZTHKM/,https://www.instagram.com/dreamfibre/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
bookstack_and_lattes,1,24000.0,122.0,31800.0,31800.0,31800.0,1.325,1.325,0.05,0.09357987973549155,2026-08-15T13:54:52.757000+00:00,2026-08-15T13:54:52.757000+00:00,home-library,lifestyle_influencer,ai_generated,classical_luxury,office,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DcECxF-PDIn/,https://www.instagram.com/bookstack_and_lattes/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
our.chitecture,1,1000.0,113.0,31800.0,31800.0,31800.0,31.8,31.8,1.1418312387791743,1.8217425458155059,2024-08-24T07:33:46.904000+00:00,2024-08-24T07:33:46.904000+00:00,wabi-sabi-interior,theme_page,unclear,rustic_cozy,living_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/C_C2A-fxQOX/,https://www.instagram.com/our.chitecture/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
kristenbridger_interiors,1,,,31700.0,31700.0,31700.0,,,0.7807881773399015,,2025-08-25T20:20:43.465000+00:00,2025-08-25T20:20:43.465000+00:00,coastal-bedroom-design-ideas,,,,,,,,https://www.instagram.com/reel/DNyoue4XI31/,https://www.instagram.com/kristenbridger_interiors/,UNKNOWN,"VERIFIED (public topic pages; sample, not full account history)"
the._cozynook,1,27000.0,77.0,31500.0,31500.0,31500.0,1.1666666666666667,1.1666666666666667,0.05635062611806798,0.07620886624883223,2026-07-06T22:39:56.898000+00:00,2026-07-06T22:39:56.898000+00:00,cozy-room,theme_page,ai_generated,rustic_cozy,bedroom,aspirational_realistic,en,1.0,https://www.instagram.com/reel/Dad_D0EsUAn/,https://www.instagram.com/the._cozynook/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
vojtek_morsztyn,3,157000.0,576.0,31500.0,31500.0,31500.0,0.20063694267515925,0.20063694267515925,0.11909262759924386,0.18746101629465056,2025-03-21T11:23:07.524000+00:00,2025-09-30T12:20:17.993000+00:00,forest-house;glass-house-photos;waterfall-house,other,ai_generated,futuristic,exterior_facade,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DPOeXP4Db8N/,https://www.instagram.com/vojtek_morsztyn/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
sandymakessense,1,267000.0,1619.0,31300.0,31300.0,31300.0,0.11722846441947565,0.11722846441947565,0.05089430894308943,0.0595037444549978,2026-02-16T17:18:06.377000+00:00,2026-02-16T17:18:06.377000+00:00,unique-airbnb,lifestyle_influencer,real_footage,futuristic,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DU068EoAnxJ/,https://www.instagram.com/sandymakessense/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
latigavilla,1,8000.0,268.0,31300.0,31300.0,31300.0,3.9125,3.9125,0.187987987987988,0.39383724217569527,2025-10-13T02:33:49.307000+00:00,2025-10-13T02:33:49.307000+00:00,villa-with-pool,other,real_footage,mediterranean,pool,real_existing,en,0.0,https://www.instagram.com/reel/DPu5lIRE2Yu/,https://www.instagram.com/latigavilla/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
the_bbq_store,1,7000.0,309.0,31300.0,31300.0,31300.0,4.4714285714285715,4.4714285714285715,0.04096858638743456,0.11757187743924302,2025-04-22T18:02:42.487000+00:00,2025-04-22T18:02:42.487000+00:00,outdoor-kitchen,contractor_trade,real_footage,rustic_cozy,terrace_outdoor,real_existing,en,0.0,https://www.instagram.com/reel/DIwhkPvP7xC/,https://www.instagram.com/the_bbq_store/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
wander,1,304000.0,999.0,31100.0,31100.0,31100.0,0.10230263157894737,0.10230263157894737,1.1669793621013134,0.27915411715585725,2023-08-31T15:34:55.966000+00:00,2023-08-31T15:34:55.966000+00:00,houses-on-malibu-beach,real_estate,real_footage,organic_modern,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/CwnTs6CrQHr/,https://www.instagram.com/wander/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
talallabluebeachvilla,1,37000.0,488.0,31100.0,31100.0,31100.0,0.8405405405405405,0.8405405405405405,0.8485675306957708,0.6009787511889088,2024-09-03T03:54:58.959000+00:00,2024-09-03T03:54:58.959000+00:00,santorini-villa,other,real_footage,mediterranean,stairs_hall,real_existing,en,0.0,https://www.instagram.com/reel/C_cM7MbI4ad/,https://www.instagram.com/talallabluebeachvilla/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
siddhijagtap___,1,35000.0,565.0,31100.0,31100.0,31100.0,0.8885714285714286,0.8885714285714286,0.18678678678678678,0.19622373914120286,2025-11-25T12:20:41.356000+00:00,2025-11-25T12:20:41.356000+00:00,villa-with-pool,lifestyle_influencer,real_footage,other,pool,real_existing,en,0.0,https://www.instagram.com/reel/DReq7GZjE-d/,https://www.instagram.com/siddhijagtap___/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
keirashomecollective,1,208000.0,1333.0,30900.0,30900.0,30900.0,0.1485576923076923,0.1485576923076923,0.22166427546628406,0.13917617703544266,2024-12-06T16:58:23.876000+00:00,2024-12-06T16:58:23.876000+00:00,organic-modern,lifestyle_influencer,real_footage,organic_modern,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DDPpTWVpVd9/,https://www.instagram.com/keirashomecollective/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
designandcurations,1,16000.0,730.0,30600.0,30600.0,30600.0,1.9125,1.9125,0.339811215991116,0.7306113615466703,2025-11-10T14:00:58.673000+00:00,2025-11-10T14:00:58.673000+00:00,home-office-design,designer_studio,real_footage,dark_luxury,office,real_existing,en,0.0,https://www.instagram.com/reel/DQ4OegsDBCT/,https://www.instagram.com/designandcurations/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
mbasirrahmani,1,20000.0,37.0,30400.0,30400.0,30400.0,1.52,1.52,0.3244397011739594,0.937002762209607,2026-08-07T03:48:27.724000+00:00,2026-08-07T03:48:27.724000+00:00,futuristic-architecture-designs-2026,ai_creator,ai_generated,futuristic,exterior_facade,fantasy_impossible,en,1.0,https://www.instagram.com/reel/DbuXAj5sJy4/,https://www.instagram.com/mbasirrahmani/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
buttercreme.home,1,4000.0,147.0,30400.0,30400.0,30400.0,7.6,7.6,0.18192698982645122,0.7834687227601429,2025-12-22T10:35:04.728000+00:00,2025-12-22T10:35:04.728000+00:00,minimalist-interior,lifestyle_influencer,real_footage,minimalist,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DSkATNfk26Q/,https://www.instagram.com/buttercreme.home/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
stylewithsanaz,1,155000.0,1685.0,30300.0,30300.0,30300.0,0.19548387096774195,0.19548387096774195,0.33351678591084205,0.13579340541145116,2026-02-20T14:15:59.229000+00:00,2026-02-20T14:15:59.229000+00:00,luxury-home-theater-ideas,designer_studio,real_footage,dark_luxury,home_theater,real_existing,en,0.0,https://www.instagram.com/reel/DU-5RsSEVm2/,https://www.instagram.com/stylewithsanaz/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
danavillas.infinitysuites,1,80000.0,442.0,30200.0,30200.0,30200.0,0.3775,0.3775,0.8240109140518418,0.40689335672697474,2024-08-24T06:12:31.742000+00:00,2024-08-24T06:12:31.742000+00:00,santorini-villa,other,real_footage,mediterranean,pool,real_existing,en,0.0,https://www.instagram.com/reel/C_Cst3So-yb/,https://www.instagram.com/danavillas.infinitysuites/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
skarduvalley,1,198000.0,2304.0,30100.0,30100.0,30100.0,0.15202020202020203,0.15202020202020203,1.3558558558558558,0.30375970393567653,2023-12-12T15:39:45.407000+00:00,2023-12-12T15:39:45.407000+00:00,hunza-valley-luxury-resorts,theme_page,real_footage,other,terrace_outdoor,real_existing,en,0.0,https://www.instagram.com/reel/C0wiIXTNsMq/,https://www.instagram.com/skarduvalley/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
velvet_scenes,1,4835.0,180.0,29900.0,29900.0,29900.0,6.1840744570837645,6.1840744570837645,0.7569620253164557,2.1218152881536003,2025-09-21T06:16:17.665000+00:00,2025-09-21T06:16:17.665000+00:00,future-house,theme_page,ai_generated,mediterranean,exterior_facade,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DO2pjUUDm6z/,https://www.instagram.com/velvet_scenes/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
tinyhouse__inspiration,1,143000.0,936.0,29800.0,29800.0,29800.0,0.2083916083916084,0.2083916083916084,0.7904509283819628,0.12772909774261731,2025-06-03T12:07:52.162000+00:00,2025-06-03T12:07:52.162000+00:00,ai-generated-house;ai-house;ai-house-design,theme_page,ai_generated,rustic_cozy,living_room,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DKcCWFEt-R9/,https://www.instagram.com/tinyhouse__inspiration/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ene_builders_,1,89000.0,1057.0,29100.0,29100.0,29100.0,0.32696629213483147,0.32696629213483147,0.4504643962848297,0.47363141603459213,2026-02-09T00:10:51.724000+00:00,2026-02-09T00:10:51.724000+00:00,mediterranean-house,contractor_trade,unclear,mediterranean,exterior_facade,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DUhD0L5krfP/,https://www.instagram.com/ene_builders_/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
malyar.am_decor,1,308.0,20.0,29000.0,29000.0,29000.0,94.15584415584415,94.15584415584415,0.5691854759568205,2.938901250356397,2026-09-06T14:48:54.827000+00:00,2026-09-06T14:48:54.827000+00:00,neoclassical-interior,contractor_trade,ai_generated,neoclassical,stairs_hall,aspirational_realistic,ru,1.0,https://www.instagram.com/reel/Dc8ycGpNWnC/,https://www.instagram.com/malyar.am_decor/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
feelingofluxury,1,591000.0,8155.0,28500.0,28500.0,28500.0,0.048223350253807105,0.048223350253807105,0.24568965517241378,0.058617450709388445,2023-08-04T11:50:34.370000+00:00,2023-08-04T11:50:34.370000+00:00,dubai-penthouse,theme_page,real_footage,modern_luxury,terrace_outdoor,real_existing,en,0.0,https://www.instagram.com/reel/CvhYkBUqMra/,https://www.instagram.com/feelingofluxury/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
the_build_up_m2l,1,6000.0,29.0,28300.0,28300.0,28300.0,4.716666666666667,4.716666666666667,0.10968992248062015,2.089241772930846,2025-12-09T17:20:11.099000+00:00,2025-12-09T17:20:11.099000+00:00,luxury-real-estate-mansion-exterior,ai_creator,ai_generated,modern_luxury,exterior_facade,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DSDQU7BEj9h/,https://www.instagram.com/the_build_up_m2l/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jaan.boutiquehotel,1,57000.0,40.0,28200.0,28200.0,28200.0,0.49473684210526314,0.49473684210526314,0.4751474304970514,0.1887158272310566,2025-09-24T17:03:19.427000+00:00,2025-09-24T17:03:19.427000+00:00,boutique-hotel,other,real_footage,mediterranean,kitchen,real_existing,en,0.0,https://www.instagram.com/reel/DO_h-7VDQc_/,https://www.instagram.com/jaan.boutiquehotel/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
aruhrealestate,1,19000.0,92.0,27900.0,27900.0,27900.0,1.4684210526315788,1.4684210526315788,0.12236842105263158,0.20267385882269015,2025-09-23T17:00:58.062000+00:00,2025-09-23T17:00:58.062000+00:00,tropical-house,real_estate,real_footage,minimalist,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DO886y6jSR-/,https://www.instagram.com/aruhrealestate/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jaeomardesign,1,59000.0,980.0,27900.0,27900.0,27900.0,0.4728813559322034,0.4728813559322034,0.28454869964303925,0.49683499642849466,2023-10-05T19:31:45.385000+00:00,2023-10-05T19:31:45.385000+00:00,malibu-house,designer_studio,real_footage,organic_modern,stairs_hall,real_existing,en,0.0,https://www.instagram.com/reel/CyB2oFIPJ_2/,https://www.instagram.com/jaeomardesign/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
cabinvision,1,190000.0,5507.0,27900.0,27900.0,27900.0,0.14684210526315788,0.14684210526315788,0.03140123804164322,0.12282891529105758,2025-01-18T01:07:14.553000+00:00,2025-01-18T01:07:14.553000+00:00,overwater-villa,theme_page,real_footage,tropical,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DE8qogQCM4G/,https://www.instagram.com/cabinvision/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
meta_animate,1,15000.0,31.0,27900.0,27900.0,27900.0,1.86,1.86,0.09637305699481866,0.320857432993773,2024-11-23T11:38:35.392000+00:00,2024-11-23T11:38:35.392000+00:00,futuristic-interior,designer_studio,3d_render,dark_luxury,living_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DCtmXoTulqa/,https://www.instagram.com/meta_animate/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
step_designfirm,2,13000.0,470.0,17518.0,27800.0,35036.0,1.3475384615384616,2.1384615384615384,0.1412794333722639,0.23794548436250185,2025-08-31T04:00:49.481000+00:00,2026-02-05T14:30:06.216000+00:00,hotel-suite-design-ideas;luxury-master-bedroom-interior-design,designer_studio,3d_render,modern_luxury,bedroom,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DUYS99Xj8-K/,https://www.instagram.com/step_designfirm/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
rich_inrealestate,1,13000.0,272.0,27700.0,27700.0,27700.0,2.1307692307692307,2.1307692307692307,0.11306122448979591,0.9203559862978173,2026-02-23T01:47:11.807000+00:00,2026-02-23T01:47:11.807000+00:00,los-angeles-house,real_estate,real_footage,mediterranean,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DVFR-AzCYcF/,https://www.instagram.com/rich_inrealestate/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
alayanaarchitects,1,23000.0,265.0,27700.0,27700.0,27700.0,1.2043478260869565,1.2043478260869565,0.019785714285714285,0.030448309204512962,2025-04-24T07:00:57.058000+00:00,2025-04-24T07:00:57.058000+00:00,home-decor-ideas,designer_studio,ai_generated,modern_luxury,living_room,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DI0fbJEz0QQ/,https://www.instagram.com/alayanaarchitects/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
creativitysarahs,1,15000.0,272.0,27500.0,27500.0,27500.0,1.8333333333333333,1.8333333333333333,1.4986376021798364,0.3288168676479135,2026-02-14T17:12:48.874000+00:00,2026-02-14T17:12:48.874000+00:00,biophilic-bedroom-design;japandi-serenity-bedroom-design-ideas,ai_creator,ai_generated,japandi,bedroom,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DUvwvkIjNCM/,https://www.instagram.com/creativitysarahs/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
pbs,1,2000000.0,8618.0,27500.0,27500.0,27500.0,0.01375,0.01375,0.45081967213114754,0.15825854469569225,2026-07-02T20:05:44.604000+00:00,2026-07-02T20:05:44.604000+00:00,aspen,media_publication,real_footage,other,none_person_only,real_existing,en,0.0,https://www.instagram.com/reel/DaTaO4hhbkd/,https://www.instagram.com/pbs/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
aspenideas,1,41000.0,1215.0,27400.0,27400.0,27400.0,0.6682926829268293,0.6682926829268293,0.4491803278688525,0.9713300430622516,2026-07-02T21:32:35.445000+00:00,2026-07-02T21:32:35.445000+00:00,aspen,other,real_footage,other,none_person_only,real_existing,en,0.0,https://www.instagram.com/reel/DaTkK-OT4Vd/,https://www.instagram.com/aspenideas/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jkconstruction.28,1,160.0,20.0,27400.0,27400.0,27400.0,171.25,171.25,0.22186234817813766,2.739366566037096,2026-06-09T06:22:06.754000+00:00,2026-06-09T06:22:06.754000+00:00,biophilic-bedroom-design,ai_creator,ai_generated,biophilic,bedroom,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DZWtsTkz9gW/,https://www.instagram.com/jkconstruction.28/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
studio_tigha,1,43000.0,76.0,27200.0,27200.0,27200.0,0.6325581395348837,0.6325581395348837,0.3828289936664321,0.4272966010150339,2026-06-27T16:53:08.596000+00:00,2026-06-27T16:53:08.596000+00:00,desert-house-interior-design-ideas,designer_studio,ai_generated,organic_modern,living_room,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DaGMN3Ntr3C/,https://www.instagram.com/studio_tigha/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
blivilla.bali,1,10000.0,999.0,27100.0,27100.0,27100.0,2.71,2.71,0.16728395061728396,0.2836941234922532,2026-07-06T08:36:16.942000+00:00,2026-07-06T08:36:16.942000+00:00,bali-villa,real_estate,real_footage,organic_modern,exterior_facade,real_existing,id,0.0,https://www.instagram.com/reel/DacegnqhAM7/,https://www.instagram.com/blivilla.bali/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
