handle,n_reels_sample,followers,posts,median_views,max_views,sum_views,median_vpf,max_vpf,median_topic_index,median_adj_factor,first_post_seen,last_post_seen,topics,account_kind,production_mode,style_mode,room_mode,realism_mode,language_mode,share_ai_generated,top_reel_url,instagram_url,follower_status,views_status
think.millionaire02,1,436000.0,2927.0,2500000.0,2500000.0,2500000.0,5.73394495412844,5.73394495412844,2.641310089804543,1.5784794466034056,2024-05-20T03:00:47.896000+00:00,2024-05-20T03:00:47.896000+00:00,dream-life,theme_page,unclear,other,stairs_hall,fantasy_impossible,en,0.0,https://www.instagram.com/reel/C7LKdlfyaHs/,https://www.instagram.com/think.millionaire02/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
alanood_villa,1,24000.0,319.0,2500000.0,2500000.0,2500000.0,104.16666666666667,104.16666666666667,2.380952380952381,6.239426857095613,2026-06-27T13:00:56.214000+00:00,2026-06-27T13:00:56.214000+00:00,chalet,other,real_footage,modern_luxury,pool,real_existing,ar,0.0,https://www.instagram.com/reel/DaFxpIesxvU/,https://www.instagram.com/alanood_villa/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
yumiheiwa,1,23000.0,112.0,2400000.0,2400000.0,2400000.0,104.34782608695652,104.34782608695652,4.25531914893617,7.558768244510783,2026-03-19T20:46:00.558000+00:00,2026-03-19T20:46:00.558000+00:00,quiet-luxury,lifestyle_influencer,real_footage,other,other,real_existing,en,0.0,https://www.instagram.com/reel/DWFHX7KiGay/,https://www.instagram.com/yumiheiwa/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
worldtraveladventurers,1,216000.0,2408.0,2400000.0,2400000.0,2400000.0,11.11111111111111,11.11111111111111,9.395184967704052,24.833787129814656,2022-03-09T16:42:41.518000+00:00,2022-03-09T16:42:41.518000+00:00,underwater-hotel,lifestyle_influencer,real_footage,futuristic,hotel_room,real_existing,en,0.0,https://www.instagram.com/reel/Ca4-MsKpA1D/,https://www.instagram.com/worldtraveladventurers/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
nextawas,1,251000.0,923.0,2400000.0,2400000.0,2400000.0,9.56175298804781,9.56175298804781,2.6243849097867686,0.8626886530071903,2026-04-24T15:27:30.781000+00:00,2026-04-24T15:27:30.781000+00:00,home-decor-ideas;living-room-design,designer_studio,3d_render,organic_modern,living_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DXhPisCE_Du/,https://www.instagram.com/nextawas/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
nomadatoast,1,604000.0,497.0,2400000.0,2400000.0,2400000.0,3.9735099337748343,3.9735099337748343,600.1500375093774,76.93160080397917,2025-02-19T14:03:13.185000+00:00,2025-02-19T14:03:13.185000+00:00,ai-virtual-staging,ai_creator,unclear,other,living_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DGQc37kNcJ7/,https://www.instagram.com/nomadatoast/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ideadesigncasa,1,1000000.0,224.0,2400000.0,2400000.0,2400000.0,2.4,2.4,2.8656716417910446,0.8663772270182692,2026-03-13T06:34:26.764000+00:00,2026-03-13T06:34:26.764000+00:00,garden-design,ai_creator,ai_generated,mediterranean,garden_landscape,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DV0JJo5if8h/,https://www.instagram.com/ideadesigncasa/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
solmykonosvillas,1,80000.0,1177.0,2400000.0,2400000.0,2400000.0,30.0,30.0,1.8461538461538463,1.8110122230304613,2026-08-10T06:44:12.397000+00:00,2026-08-10T06:44:12.397000+00:00,mykonos,real_estate,ai_generated,brutalist,terrace_outdoor,aspirational_realistic,en,1.0,https://www.instagram.com/reel/Db2ZgYKISRF/,https://www.instagram.com/solmykonosvillas/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
acardesigns,1,56000.0,47.0,2300000.0,2300000.0,2300000.0,41.07142857142857,41.07142857142857,7.528641571194763,6.081222965073179,2026-08-16T16:29:35.743000+00:00,2026-08-16T16:29:35.743000+00:00,art-deco-interior-design,designer_studio,unclear,warm_luxury,stairs_hall,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DcG5RJTMSd3/,https://www.instagram.com/acardesigns/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
challenge_decor,1,39000.0,88.0,2300000.0,2300000.0,2300000.0,58.97435897435897,58.97435897435897,4.563492063492063,8.989717869741261,2025-05-11T10:51:44.965000+00:00,2025-05-11T10:51:44.965000+00:00,interior-design-ideas,contractor_trade,real_footage,minimalist,living_room,real_existing,ar,0.0,https://www.instagram.com/reel/DJgrWb2MNtO/,https://www.instagram.com/challenge_decor/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ava_findss,1,29000.0,581.0,2300000.0,2300000.0,2300000.0,79.3103448275862,79.3103448275862,2.929936305732484,5.133792844086363,2026-03-24T18:34:19.956000+00:00,2026-03-24T18:34:19.956000+00:00,dream-bedroom-decor-ideas,theme_page,real_footage,glam_feminine,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DWRwR3tk9Om/,https://www.instagram.com/ava_findss/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
itsdjlevi,1,1000000.0,410.0,2300000.0,2300000.0,2300000.0,2.3,2.3,1.7692307692307692,0.5326234300872023,2026-08-09T17:06:13.611000+00:00,2026-08-09T17:06:13.611000+00:00,mykonos,other,real_footage,other,none_person_only,real_existing,en,0.0,https://www.instagram.com/reel/Db075UJMtiX/,https://www.instagram.com/itsdjlevi/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jopmc16,1,6000.0,507.0,2300000.0,2300000.0,2300000.0,383.3333333333333,383.3333333333333,1.1219512195121952,5.827349621574973,2026-07-10T16:59:49.478000+00:00,2026-07-10T16:59:49.478000+00:00,monaco,other,real_footage,other,other,real_existing,en,0.0,https://www.instagram.com/reel/DanrULGojvQ/,https://www.instagram.com/jopmc16/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ekam_sandhu_fitness,1,1000.0,575.0,2300000.0,2300000.0,2300000.0,2300.0,2300.0,2.6666666666666665,22.45654988331608,2026-09-18T10:25:28.175000+00:00,2026-09-18T10:25:28.175000+00:00,dream-house,lifestyle_influencer,real_footage,modern_luxury,dining,real_existing,hi,0.0,https://www.instagram.com/reel/DdbN1FLJIXF/,https://www.instagram.com/ekam_sandhu_fitness/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ally_jape,1,84000.0,160.0,2300000.0,2300000.0,2300000.0,27.38095238095238,27.38095238095238,9.00371892738305,37.01651162509647,2024-04-02T14:09:27.261000+00:00,2024-04-02T14:09:27.261000+00:00,underwater-hotel,lifestyle_influencer,real_footage,other,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/C5Qw0-CI5Rk/,https://www.instagram.com/ally_jape/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
xiaoxiao_udhdecor,1,177000.0,169.0,2300000.0,2300000.0,2300000.0,12.994350282485875,12.994350282485875,1.9166666666666667,2.2277003142676883,2026-04-21T10:19:30.962000+00:00,2026-04-21T10:19:30.962000+00:00,luxury-interior-design,theme_page,unclear,modern_luxury,living_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DXY96Ocl-4u/,https://www.instagram.com/xiaoxiao_udhdecor/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
bynayma,1,63600.0,248.0,2300000.0,2300000.0,2300000.0,36.16352201257862,36.16352201257862,2.4300052826201797,3.5729939592482474,2025-03-15T12:50:52.837000+00:00,2025-03-15T12:50:52.837000+00:00,dream-life,lifestyle_influencer,real_footage,other,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DHOHrGmIr2S/,https://www.instagram.com/bynayma/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
annaschottin,1,691000.0,430.0,2300000.0,2300000.0,2300000.0,3.3285094066570187,3.3285094066570187,3.490136570561457,1.8440829199016127,2024-10-05T17:06:17.498000+00:00,2024-10-05T17:06:17.498000+00:00,dream-bedroom;dream-bedrooms;dream-room,lifestyle_influencer,real_footage,glam_feminine,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DAwA66gvmbH/,https://www.instagram.com/annaschottin/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
luxuriatehomes,2,803000.0,1142.0,1203500.0,2300000.0,2407000.0,1.4987546699875467,2.86425902864259,1.509433962264151,0.8064888730343194,2025-06-27T15:49:40.118000+00:00,2025-11-08T11:28:09.475000+00:00,dream-home;glass-house-photos,theme_page,ai_generated,modern_luxury,living_room,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DLaOzlesmzc/,https://www.instagram.com/luxuriatehomes/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
erfan_padiav,1,71000.0,141.0,2300000.0,2300000.0,2300000.0,32.394366197183096,32.394366197183096,2.4598930481283423,7.6021588801388775,2025-06-29T16:49:00.459000+00:00,2025-06-29T16:49:00.459000+00:00,ai-interior-designer,designer_studio,3d_render,minimalist,living_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DLffL8pNp5j/,https://www.instagram.com/erfan_padiav/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
archedmanor,1,225000.0,1539.0,2200000.0,2200000.0,2200000.0,9.777777777777779,9.777777777777779,25.374855824682815,7.384559221524024,2023-09-17T19:03:22.742000+00:00,2023-09-17T19:03:22.742000+00:00,home-theater,lifestyle_influencer,real_footage,dark_luxury,home_theater,real_existing,en,0.0,https://www.instagram.com/reel/CxTdEfOpO9y/,https://www.instagram.com/archedmanor/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
vrishtidesigns,4,2000000.0,1798.0,466000.0,2200000.0,3338000.0,0.23299999999999998,1.1,1.6167731219132753,0.9352294438496902,2025-06-05T06:43:52.717000+00:00,2026-05-30T07:00:51.830000+00:00,dubai-luxury-interior-design-trends;kids-room-design;luxury-apartment-interior-design-ideas-2026;luxury-interior;luxury-interior-design;luxury-living-room-design;modern-luxury-house-interiors,designer_studio,3d_render,modern_luxury,living_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DY9CLYOx-rq/,https://www.instagram.com/vrishtidesigns/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ryandubs,1,296000.0,560.0,2200000.0,2200000.0,2200000.0,7.4324324324324325,7.4324324324324325,15.827338129496402,16.1414126386651,2025-07-29T12:56:47.895000+00:00,2025-07-29T12:56:47.895000+00:00,luxury-suite,lifestyle_influencer,real_footage,modern_luxury,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DMsUdcfOaZK/,https://www.instagram.com/ryandubs/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
lvclosetdesign,1,62000.0,720.0,2200000.0,2200000.0,2200000.0,35.483870967741936,35.483870967741936,6.395348837209302,10.332754613756704,2025-11-12T00:30:00.024000+00:00,2025-11-12T00:30:00.024000+00:00,dream-closet;luxury-closet,designer_studio,real_footage,glam_feminine,closet,real_existing,en,0.0,https://www.instagram.com/reel/DQ77Qe_gSdS/,https://www.instagram.com/lvclosetdesign/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
dani.the.real,1,20000.0,72.0,2200000.0,2200000.0,2200000.0,110.0,110.0,18.96551724137931,22.048292367214906,2026-04-22T12:43:30.344000+00:00,2026-04-22T12:43:30.344000+00:00,dubai-penthouse,lifestyle_influencer,real_footage,minimalist,stairs_hall,real_existing,en,0.0,https://www.instagram.com/reel/DXbzLtnjMek/,https://www.instagram.com/dani.the.real/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
reneeroaming,1,918000.0,1979.0,2200000.0,2200000.0,2200000.0,2.396514161220044,2.396514161220044,13.173652694610778,10.287614023035312,2025-11-19T15:21:01.342000+00:00,2025-11-19T15:21:01.342000+00:00,arctic-treehouse-hotel-rovaniemi;treehouse-hotel,lifestyle_influencer,real_footage,rustic_cozy,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DRPiypikRW6/,https://www.instagram.com/reneeroaming/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
millionaire.vibes__,1,408000.0,1207.0,2100000.0,2100000.0,2100000.0,5.147058823529412,5.147058823529412,6.6141732283464565,3.5178270223816717,2025-01-03T14:20:53.877000+00:00,2025-01-03T14:20:53.877000+00:00,luxury-life,theme_page,real_footage,dark_luxury,other,real_existing,en,0.0,https://www.instagram.com/reel/DEXdiSOCLz0/,https://www.instagram.com/millionaire.vibes__/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
sourcedinteriorsdesign,1,21000.0,727.0,2100000.0,2100000.0,2100000.0,100.0,100.0,1.876675603217158,3.9767495321747792,2026-08-31T13:43:43.969000+00:00,2026-08-31T13:43:43.969000+00:00,luxury-real-estate,designer_studio,real_footage,organic_modern,stairs_hall,real_existing,en,0.0,https://www.instagram.com/reel/DctONdERiHk/,https://www.instagram.com/sourcedinteriorsdesign/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
aliciaadorna,1,47000.0,206.0,2100000.0,2100000.0,2100000.0,44.680851063829785,44.680851063829785,3.7567084078711988,3.920346602232366,2024-11-26T13:25:57.195000+00:00,2024-11-26T13:25:57.195000+00:00,cozy-room,lifestyle_influencer,real_footage,rustic_cozy,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DC1hCm5StQn/,https://www.instagram.com/aliciaadorna/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
pvc_delhi.1,1,16000.0,529.0,2100000.0,2100000.0,2100000.0,131.25,131.25,10.0,11.50401913476556,2025-11-21T14:25:12.394000+00:00,2025-11-21T14:25:12.394000+00:00,luxury-room,contractor_trade,ai_generated,futuristic,bedroom,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DRUl_l4kgeD/,https://www.instagram.com/pvc_delhi.1/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
karim.eltaher.designs,2,934000.0,503.0,1700000.0,2100000.0,3400000.0,1.8208743869216062,2.2483940042826553,3.128907679781282,0.8801590734652678,2024-09-02T08:20:56.544000+00:00,2025-12-10T15:13:27.273000+00:00,luxury-bathroom;luxury-bathroom-design;luxury-bathroom-interior-design-inspiration,designer_studio,3d_render,modern_luxury,bathroom,aspirational_realistic,en,0.0,https://www.instagram.com/reel/C_aGkRDutcQ/,https://www.instagram.com/karim.eltaher.designs/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
chrislovesjulia,1,2000000.0,5914.0,2100000.0,2100000.0,2100000.0,1.05,1.05,10.852713178294573,0.9080930902051756,2026-04-09T23:45:59.799000+00:00,2026-04-09T23:45:59.799000+00:00,backyard-design;outdoor-living,lifestyle_influencer,real_footage,other,terrace_outdoor,real_existing,en,0.0,https://www.instagram.com/reel/DW7gqkPB_WG/,https://www.instagram.com/chrislovesjulia/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
vincethebuilder,1,463000.0,2305.0,2100000.0,2100000.0,2100000.0,4.535637149028077,4.535637149028077,2.9453015427769986,1.3453791047240182,2023-01-24T02:01:42.448000+00:00,2023-01-24T02:01:42.448000+00:00,luxury-kitchen,contractor_trade,real_footage,classical_luxury,kitchen,real_existing,en,0.0,https://www.instagram.com/reel/Cnx8jCrsSC5/,https://www.instagram.com/vincethebuilder/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
miladeshtiyaghi,5,642000.0,1709.0,381000.0,2100000.0,3461800.0,0.5934579439252337,3.2710280373831777,2.5513033832501386,1.26536095077034,2025-06-28T13:20:40.891000+00:00,2026-07-18T12:56:58.384000+00:00,biophilic-design;desert-modern-house-tours;futuristic-house;house-in-forest;house-in-the-forest;tropical-house;tropical-house-architecture-styles,designer_studio,ai_generated,minimalist,exterior_facade,aspirational_realistic,en,1.0,https://www.instagram.com/reel/Da714ebtLOp/,https://www.instagram.com/miladeshtiyaghi/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
outofboundsretreats,1,107000.0,890.0,2100000.0,2100000.0,2100000.0,19.626168224299064,19.626168224299064,5.777166437414031,4.421816475611722,2024-08-20T17:12:37.625000+00:00,2024-08-20T17:12:37.625000+00:00,house-in-forest,real_estate,real_footage,scandinavian,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/C-5lFEQPt7j/,https://www.instagram.com/outofboundsretreats/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
mr_govind360,1,3000.0,149.0,2100000.0,2100000.0,2100000.0,700.0,700.0,2.4347826086956523,12.265576689385448,2026-06-21T04:11:58.008000+00:00,2026-06-21T04:11:58.008000+00:00,dream-house,other,real_footage,other,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DZ1YVlvpd5m/,https://www.instagram.com/mr_govind360/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
facade_designn,6,47000.0,237.0,678000.0,2100000.0,5062000.0,14.425531914893616,44.680851063829785,5.0843078666735355,9.657959960859756,2025-11-25T13:56:34.720000+00:00,2026-02-03T06:19:30.021000+00:00,ai-generated-architecture-designs;futuristic-architecture;house-on-cliff;modern-architecture;parametric-architecture,theme_page,ai_generated,futuristic,exterior_facade,stylized_dreamy,en,0.8333333333333334,https://www.instagram.com/reel/DS5GYPmAESA/,https://www.instagram.com/facade_designn/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
connorphillips,1,11000.0,96.0,2100000.0,2100000.0,2100000.0,190.9090909090909,190.9090909090909,3.9585296889726673,8.26534951178798,2026-03-30T23:57:39.247000+00:00,2026-03-30T23:57:39.247000+00:00,cabin,lifestyle_influencer,real_footage,rustic_cozy,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DWhyDMrDwNu/,https://www.instagram.com/connorphillips/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
coldvisions_,1,393000.0,1030.0,2100000.0,2100000.0,2100000.0,5.343511450381679,5.343511450381679,0.6086956521739131,0.22176965258685283,2026-03-24T23:53:57.936000+00:00,2026-03-24T23:53:57.936000+00:00,rainy-day,theme_page,real_footage,other,other,real_existing,en,0.0,https://www.instagram.com/reel/DWSU27riJbh/,https://www.instagram.com/coldvisions_/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
georgewu_udhkids,2,45000.0,161.0,1110500.0,2100000.0,2221000.0,24.677777777777777,46.666666666666664,10.81304771178189,10.650223259228945,2026-03-16T09:31:41.707000+00:00,2026-04-04T04:31:31.819000+00:00,kids-room-design,designer_studio,ai_generated,scandinavian,bedroom,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DV8L0eZJDPn/,https://www.instagram.com/georgewu_udhkids/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
byreginamalina,2,55000.0,202.0,1178000.0,2100000.0,2356000.0,21.418181818181818,38.18181818181818,3.757575757575758,3.375318794343567,2026-08-12T04:09:34.122000+00:00,2026-08-12T04:14:04.975000+00:00,japandi,lifestyle_influencer,real_footage,japandi,none_person_only,real_existing,en,0.0,https://www.instagram.com/reel/Db7RZhop0WP/,https://www.instagram.com/byreginamalina/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
finegrid_planners,1,,,2100000.0,2100000.0,2100000.0,,,5.147058823529412,,2026-02-09T12:30:57.603000+00:00,2026-02-09T12:30:57.603000+00:00,hotel-bathroom-designs,,,,,,,,https://www.instagram.com/reel/DUiYg01DBhP/,https://www.instagram.com/finegrid_planners/,UNKNOWN,"VERIFIED (public topic pages; sample, not full account history)"
pentarkdesign,1,15000.0,533.0,2100000.0,2100000.0,2100000.0,140.0,140.0,2.2411953041622197,6.577432370391633,2026-02-25T06:44:27.557000+00:00,2026-02-25T06:44:27.557000+00:00,bedroom-design,designer_studio,3d_render,modern_luxury,bedroom,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DVK9k-mEa_S/,https://www.instagram.com/pentarkdesign/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
evlin.ononna,1,16000.0,61.0,2100000.0,2100000.0,2100000.0,131.25,131.25,0.5454545454545454,3.2452684375079475,2026-07-23T14:24:57.134000+00:00,2026-07-23T14:24:57.134000+00:00,cozy-rain,theme_page,unclear,minimalist,terrace_outdoor,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DbI37Oqo9WK/,https://www.instagram.com/evlin.ononna/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ashlan.sorenson,1,601000.0,1411.0,2100000.0,2100000.0,2100000.0,3.4941763727121464,3.4941763727121464,2.9661016949152543,3.4091108386250735,2026-03-02T01:15:15.857000+00:00,2026-03-02T01:15:15.857000+00:00,dream-closet,lifestyle_influencer,real_footage,warm_luxury,closet,real_existing,en,0.0,https://www.instagram.com/reel/DVXP4QcDWke/,https://www.instagram.com/ashlan.sorenson/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
cyborg.digitalart,2,967000.0,941.0,1096000.0,2000000.0,2192000.0,1.1334022750775594,2.0682523267838677,0.41358490566037737,0.21532238986752558,2026-08-18T19:37:21.884000+00:00,2026-09-02T20:17:14.625000+00:00,ai-art,ai_creator,ai_generated,other,garden_landscape,fantasy_impossible,en,1.0,https://www.instagram.com/reel/DcMYWKBzVS5/,https://www.instagram.com/cyborg.digitalart/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jiavisuals.ae,1,5000.0,281.0,2000000.0,2000000.0,2000000.0,400.0,400.0,1.8957345971563981,15.79520068224838,2026-04-10T14:22:52.097000+00:00,2026-04-10T14:22:52.097000+00:00,luxury-resort,lifestyle_influencer,real_footage,traditional_regional,pool,real_existing,en,0.0,https://www.instagram.com/reel/DW9FA90C3fn/,https://www.instagram.com/jiavisuals.ae/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ozudairies,1,1000.0,10.0,2000000.0,2000000.0,2000000.0,2000.0,2000.0,2.3894862604540026,16.480634372943307,2026-07-13T14:23:58.382000+00:00,2026-07-13T14:23:58.382000+00:00,home-decor,lifestyle_influencer,real_footage,glam_feminine,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DavH3TqolZv/,https://www.instagram.com/ozudairies/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
midnight_files_ll,1,8000.0,27.0,2000000.0,2000000.0,2000000.0,250.0,250.0,1.8026137899954935,12.945685691331539,2026-03-05T09:35:38.962000+00:00,2026-03-05T09:35:38.962000+00:00,underground-house,theme_page,unclear,other,garden_landscape,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DVf3hz8k2lW/,https://www.instagram.com/midnight_files_ll/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
sammyvagabond,1,184000.0,856.0,2000000.0,2000000.0,2000000.0,10.869565217391305,10.869565217391305,2.8776978417266186,1.8416342869576727,2026-06-13T10:39:48.083000+00:00,2026-06-13T10:39:48.083000+00:00,maldives-villa,lifestyle_influencer,real_footage,tropical,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DZheXLNMbUO/,https://www.instagram.com/sammyvagabond/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
house_of_reservations,2,210000.0,3735.0,1007500.0,2000000.0,2015000.0,4.7976190476190474,9.523809523809524,5.874635568513119,2.441247108851631,2023-04-13T08:28:37.228000+00:00,2026-04-16T13:05:49.405000+00:00,tropical-house;tropical-villa,theme_page,real_footage,tropical,living_room,real_existing,en,0.0,https://www.instagram.com/reel/Cq-DoAJrm63/,https://www.instagram.com/house_of_reservations/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
vesgantti_home,2,22000.0,958.0,1356000.0,2000000.0,2712000.0,61.63636363636364,90.9090909090909,2.1661341853035143,5.51347310993561,2026-07-02T19:30:39.224000+00:00,2026-07-15T16:02:21.226000+00:00,living-room-decor,theme_page,ai_generated,organic_modern,living_room,aspirational_realistic,en,0.5,https://www.instagram.com/reel/DaTWN4Pjlkh/,https://www.instagram.com/vesgantti_home/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
_rainy_street,1,34000.0,1581.0,2000000.0,2000000.0,2000000.0,58.8235294117647,58.8235294117647,14.134275618374557,12.423927169272213,2024-05-26T14:31:56.082000+00:00,2024-05-26T14:31:56.082000+00:00,rain-sounds,theme_page,real_footage,other,other,real_existing,en,0.0,https://www.instagram.com/reel/C7b2U3syt7f/,https://www.instagram.com/_rainy_street/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
homelove.bylaura,2,70000.0,100.0,1473500.0,2000000.0,2947000.0,21.05,28.571428571428573,1.9356583751711547,2.675555281483575,2026-04-03T16:43:55.861000+00:00,2026-08-21T19:03:52+00:00,home-decor-ideas;living-room-decor,lifestyle_influencer,real_footage,glam_feminine,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DcUC5bzitR8/,https://www.instagram.com/homelove.bylaura/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
buket.interior,1,24000.0,101.0,2000000.0,2000000.0,2000000.0,83.33333333333333,83.33333333333333,4.385964912280702,22.256631291154566,2026-01-11T18:07:45.761000+00:00,2026-01-11T18:07:45.761000+00:00,quiet-luxury-bathroom,lifestyle_influencer,real_footage,minimalist,bathroom,real_existing,de,0.0,https://www.instagram.com/reel/DTYUARECkAQ/,https://www.instagram.com/buket.interior/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
